UUID;FILE;QUOTE_TRANSCRIPTION;ANCHOR;TYPE;TAGS;origin;pleiades_id;side;anonymous;offset;place_name;latitude;longitude;location_precision
28e0a07c-38ab-49a2-90ee-cd643908e8c1;book3_thucydides_utf8.txt;barbarian mercenaries;char-offset:36097;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;TRUE;36097.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
b8ec07be-1a85-4d12-a30a-5313a2eefc92;book3_thucydides_utf8.txt;Pissuthnes;char-offset:36124;PERSON;origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;FALSE;36124.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
5d7e31fe-b75b-4d36-b4c6-0f94fccfa4e7;book3_thucydides_utf8.txt;Hippias;char-offset:36362;PERSON;origin:Arcadia|pleiades:570102|side:Sparthan;Arcadia;570102;Sparthan;FALSE;36362.0;Arcadia;37.565025000000006;22.299166999999997;rough
300e2d9a-2f7d-47f3-b8aa-0c0d3cf7e36d;book3_thucydides_utf8.txt;Arcadians;char-offset:36392;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan;Arcadia;570102;Sparthan;TRUE;36392.0;Arcadia;37.565025000000006;22.299166999999997;rough
148c282d-8e03-4931-91c0-3dccd38976bf;book3_thucydides_utf8.txt;Arcadians;char-offset:36708;PERSON;group|origin:Arcadia|pleiades:570102|side:Sparthan;Arcadia;570102;Sparthan;TRUE;36708.0;Arcadia;37.565025000000006;22.299166999999997;rough
28d62fdf-f8e6-4e3d-9c65-088dec41bb34;book3_thucydides_utf8.txt;barbarians;char-offset:36726;PERSON;group|origin:Lydia|pleiades:550701|side:Sparthan;Lydia;550701;Sparthan;TRUE;36726.0;Lydia/Maionia (region);38.58651991138021;28.74612827241523;rough
4484033d-537d-4ad9-be40-a2c678f70088;book3_thucydides_utf8.txt;Hippias;char-offset:36779;PERSON;origin:Arcadia|pleiades:570102|side:Sparthan;Arcadia;570102;Sparthan;FALSE;36779.0;Arcadia;37.565025000000006;22.299166999999997;rough
4f1b2487-9bc7-4c48-bd10-679f6ac9836e;book3_thucydides_utf8.txt;Salaethus;char-offset:37211;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;37211.0;Sparta;37.08184552460426;22.424682546177092;precise
f5bcc57e-451f-4aaa-b5cd-b30be940dd57;book3_thucydides_utf8.txt;Mitylenians;char-offset:37287;PERSON;origin:Mytilene|group|pleiades:550763|side:Sparthan;Mytilene;550763;Sparthan;TRUE;37287.0;Mytilene;39.110475;26.547048;precise
103e60d8-40d1-4994-8078-5202d754b576;book3_thucydides_utf8.txt;Salaethus;char-offset:37576;PERSON;origin:Sparta|pleiades:570685|side:Sparthan;Sparta;570685;Sparthan;FALSE;37576.0;Sparta;37.08184552460426;22.424682546177092;precise
